ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
465725,Male,No,29,Yes,Doctor,0,Low,2
461150,Female,,20,No,Marketing,0,High,2
466022,Female,Yes,67,No,Engineer,,High,3
462086,Male,No,41,Yes,Doctor,4,Low,2
459627,Male,No,40,Yes,Artist,14,Low,2
462524,Female,Yes,40,Yes,Doctor,,Low,2
462764,Male,No,18,No,Healthcare,,Low,4
462907,Male,No,29,No,Healthcare,2,Low,5
464766,Female,Yes,51,No,Engineer,7,Average,5
467608,Male,No,32,Yes,Engineer,6,Low,1
467763,Female,No,48,Yes,Artist,1,Low,1
467972,Male,No,22,No,Artist,1,Low,3
459484,Female,Yes,35,Yes,Entertainment,1,Average,2
459622,Female,No,51,Yes,Artist,2,Low,1
462023,Female,Yes,46,No,Engineer,8,Low,1
461484,Female,No,27,Yes,Healthcare,1,Low,5
459020,Female,Yes,56,Yes,Artist,0,Average,4
466028,Male,Yes,50,Yes,Artist,4,Average,4
460362,Male,Yes,59,Yes,Healthcare,0,Low,3
464171,Female,Yes,61,Yes,Artist,0,Low,1
465144,Male,No,32,Yes,Doctor,9,Low,1
461861,Female,No,26,Yes,Healthcare,1,Low,5
467843,Female,No,23,No,Healthcare,,Low,4
459017,Male,Yes,50,Yes,Executive,,High,6
463606,Male,No,22,No,Marketing,0,Low,4
467871,Female,No,29,No,Marketing,4,Low,3
461730,Male,Yes,46,Yes,Artist,1,Low,3
467514,Male,No,43,Yes,Artist,,Low,4
460529,Male,No,33,No,Artist,,Low,
463169,Female,Yes,85,Yes,Lawyer,0,Low,1
460646,Male,Yes,57,Yes,Entertainment,,Low,
460102,Male,Yes,43,Yes,Artist,9,High,2
460490,Female,No,18,No,Healthcare,0,Low,4
459511,Male,Yes,87,No,Artist,1,Low,1
466601,Male,Yes,40,Yes,Artist,1,Average,2
467616,Male,Yes,25,Yes,Entertainment,1,Low,2
459659,Female,,18,No,Healthcare,,Low,3
459811,Female,Yes,48,Yes,Artist,1,High,3
460087,Female,Yes,56,Yes,Entertainment,0,Average,2
466723,Female,No,32,No,Entertainment,1,Low,3
461580,Female,No,38,Yes,Artist,7,Low,7
465026,Female,No,31,No,Doctor,1,Low,2
465825,Female,Yes,36,No,Executive,9,Average,5
467844,Male,No,37,Yes,Healthcare,0,Low,2
463348,Female,Yes,40,Yes,Doctor,1,Low,2
466314,Male,No,18,No,Healthcare,5,Low,4
462518,Female,No,26,No,Healthcare,0,Low,6
459601,Female,No,23,No,Healthcare,,Low,2
461806,Male,No,27,Yes,Healthcare,9,Low,2
459584,Female,No,20,No,Healthcare,1,Low,3
463133,Male,Yes,47,No,Artist,1,Average,4
459856,Male,Yes,50,No,Entertainment,1,Average,3
460986,Male,No,37,Yes,Doctor,0,Low,3
465360,Female,Yes,49,Yes,Artist,1,Average,2
466869,Male,Yes,29,Yes,Healthcare,1,Low,3
465884,Male,Yes,37,Yes,Executive,6,High,3
459300,Female,Yes,58,Yes,Artist,0,Low,
461485,Male,Yes,59,No,Engineer,1,Average,3
466579,Male,No,21,No,Marketing,0,Low,5
467706,Female,Yes,42,Yes,Artist,,Average,4
463125,Male,No,29,No,Healthcare,0,Low,6
463673,Male,No,33,Yes,Healthcare,,Low,5
465899,Female,No,38,Yes,Doctor,9,Low,2
459703,Male,Yes,37,Yes,Artist,0,Low,3
464317,Male,Yes,60,Yes,Entertainment,1,Average,3
465093,Male,Yes,55,Yes,Doctor,0,Low,1
464361,Male,Yes,50,Yes,Artist,1,Average,2
459299,Male,No,36,Yes,Artist,,Low,3
462334,Male,No,47,Yes,Artist,9,Low,2
459989,Male,Yes,52,Yes,Artist,6,Average,2
464757,Female,Yes,42,No,Executive,0,Average,5
462293,Male,No,32,No,Healthcare,0,Low,3
462638,Female,No,33,Yes,Engineer,,Low,2
464820,Female,No,25,No,Artist,1,Low,1
465709,Male,Yes,68,Yes,Entertainment,1,Average,2
462277,Male,Yes,36,Yes,Entertainment,4,Average,2
465223,Male,Yes,51,Yes,Artist,,Average,4
464776,Female,Yes,47,No,Engineer,,Average,5
465228,Male,Yes,62,Yes,Artist,0,High,2
461368,Male,No,32,Yes,Doctor,4,Low,5
460698,Female,Yes,66,No,Artist,,Average,2
460435,Female,Yes,48,Yes,Artist,0,Low,1
465080,Male,Yes,70,Yes,Lawyer,8,Average,2
459272,Female,Yes,60,Yes,Artist,0,High,2
466578,Male,No,45,No,Artist,2,Low,1
466646,Female,Yes,48,Yes,Homemaker,1,Low,2
466408,Male,Yes,76,Yes,Lawyer,1,Low,2
460948,Male,Yes,53,Yes,Engineer,4,Low,3
462244,Male,Yes,83,No,Executive,1,High,3
459410,Female,Yes,79,Yes,Lawyer,1,High,2
466668,Female,Yes,49,Yes,Engineer,0,Low,1
467437,Female,Yes,76,Yes,Lawyer,0,High,2
465267,Male,Yes,37,No,Engineer,12,Average,5
464465,Female,Yes,37,Yes,Artist,,Average,6
463849,Female,Yes,35,No,Artist,0,Low,2
467191,Female,Yes,31,No,Homemaker,12,Average,2
460970,Male,No,21,No,Marketing,1,Low,5
463943,Male,No,71,Yes,Entertainment,1,Low,2
463778,Female,No,27,No,Engineer,1,Low,4
462792,Male,Yes,52,No,Homemaker,,Average,4
459739,Male,Yes,72,No,Engineer,1,High,
462894,Male,Yes,43,Yes,Artist,2,Average,4
465963,Male,Yes,46,Yes,Artist,0,Low,2
466791,Male,Yes,88,No,Lawyer,1,Low,1
460807,Male,No,29,No,Healthcare,1,Low,6
462328,Male,No,27,No,Engineer,0,Low,5
460618,Male,Yes,55,Yes,Lawyer,,Low,4
460041,Female,Yes,48,No,Artist,8,Average,3
466840,Male,No,20,No,Healthcare,4,Low,5
461585,Male,No,38,Yes,Entertainment,1,Low,1
460538,Female,,22,No,Healthcare,0,High,3
462570,Female,No,29,No,Homemaker,1,Low,6
461845,Female,Yes,48,Yes,Doctor,1,Average,4
465182,Female,No,65,Yes,Lawyer,0,Low,1
463868,Male,Yes,51,No,Engineer,1,Average,7
464028,Female,No,21,No,Healthcare,0,Low,5
466438,Female,No,42,Yes,Artist,0,Low,1
462196,Male,Yes,56,No,Marketing,1,Average,3
463043,Female,Yes,86,Yes,Lawyer,9,High,2
464316,Male,Yes,59,Yes,Artist,0,Average,4
466595,Male,Yes,86,Yes,Executive,1,High,2
465240,Male,Yes,59,Yes,Artist,4,High,2
467303,Male,Yes,38,Yes,Doctor,3,Average,2
465388,Female,No,31,Yes,Marketing,0,Low,1
462014,Female,No,45,Yes,Artist,1,Low,1
465401,Female,Yes,48,Yes,Artist,10,Low,2
461096,Female,No,33,No,Engineer,9,Low,4
462801,Male,Yes,38,Yes,Entertainment,9,Average,3
463829,Female,Yes,49,Yes,Artist,1,Average,4
459770,Female,Yes,48,Yes,Artist,8,Average,2
461421,Male,Yes,37,Yes,Artist,,Average,3
463737,Male,No,28,Yes,Healthcare,7,Low,4
462433,Female,Yes,33,Yes,Doctor,0,Average,2
465311,Male,No,20,No,Healthcare,0,Low,4
464804,Male,Yes,27,No,Entertainment,0,Low,1
464721,Male,Yes,39,Yes,Artist,3,Average,4
465131,Female,Yes,87,No,Lawyer,0,Low,1
467371,Male,No,30,Yes,Healthcare,1,Low,4
465348,Male,,30,No,Executive,,High,
459004,Female,Yes,51,Yes,Artist,1,High,5
465290,Male,Yes,46,Yes,Executive,1,High,5
464165,Female,No,55,No,Entertainment,3,Low,1
462502,Male,No,39,No,Entertainment,0,Low,4
467572,Male,Yes,63,Yes,Artist,1,Average,4
464117,Male,Yes,84,Yes,Lawyer,0,High,2
461688,Male,Yes,41,Yes,Executive,7,High,2
467148,Male,No,28,Yes,Artist,,Low,1
460130,Male,No,27,Yes,Healthcare,2,Low,4
462425,Male,No,35,Yes,Doctor,3,Low,1
460326,Female,Yes,47,Yes,Artist,6,Low,2
465903,Female,No,51,Yes,Artist,0,Low,1
461961,Female,Yes,32,Yes,Artist,8,Low,3
467855,Male,Yes,31,Yes,Engineer,1,Low,2
459213,Female,No,38,Yes,Healthcare,0,Low,4
461120,Male,No,20,No,Healthcare,1,Low,3
467927,Male,No,31,Yes,Doctor,8,Low,6
466908,Male,Yes,55,Yes,Entertainment,1,Low,2
461042,Male,No,19,No,Healthcare,0,Low,
466497,Male,No,83,Yes,Lawyer,0,Low,1
465027,Male,Yes,41,Yes,Doctor,0,Low,2
463550,Female,Yes,38,Yes,Artist,1,Average,2
462943,Male,Yes,61,Yes,Executive,5,High,2
462954,Female,Yes,48,Yes,Homemaker,12,Low,1
463567,Male,Yes,40,Yes,Doctor,1,Average,2
466124,Female,No,47,Yes,Artist,0,Low,1
463354,Male,Yes,53,Yes,Executive,4,High,4
463461,Male,No,29,No,Doctor,,Low,4
465586,Male,Yes,72,No,Artist,1,Low,1
466178,Female,Yes,50,Yes,Artist,1,Average,4
461929,Male,Yes,63,Yes,Entertainment,0,Low,1
465752,Male,Yes,42,Yes,Artist,5,Average,2
462931,Male,Yes,40,No,Entertainment,14,Average,3
467853,Female,Yes,63,Yes,Artist,1,Average,5
467277,Male,No,25,Yes,Artist,13,Low,3
459049,Male,Yes,49,Yes,Executive,2,High,4
464098,Female,No,28,No,Healthcare,0,Low,6
459438,Female,Yes,69,Yes,Artist,0,High,2
466815,Male,No,31,No,Healthcare,0,Low,5
459747,Female,Yes,36,Yes,Artist,1,Average,5
461014,Male,No,21,No,Healthcare,9,Low,4
462007,Female,Yes,36,Yes,Artist,1,Average,2
465446,Female,No,41,Yes,Healthcare,12,Low,1
461416,Female,No,31,Yes,Artist,13,Low,2
463089,Male,Yes,51,Yes,Executive,7,High,4
463373,Male,Yes,55,Yes,Artist,1,Low,3
461910,Male,Yes,31,Yes,Artist,,Average,2
465470,Female,Yes,61,No,Engineer,1,Average,2
465985,Male,No,31,Yes,Artist,1,Low,3
462715,Female,Yes,55,Yes,Artist,1,High,4
461925,Female,No,33,Yes,Artist,0,Low,5
465743,Female,Yes,50,Yes,Artist,1,Average,5
463675,Male,Yes,71,No,Entertainment,1,Low,2
459712,Male,No,18,No,Healthcare,,Low,4
464305,Female,Yes,73,Yes,Lawyer,1,High,2
467178,Female,Yes,58,No,Lawyer,0,High,4
464185,Male,Yes,65,Yes,Artist,5,High,2
467082,Female,Yes,75,Yes,Artist,1,High,2
459948,Female,No,62,Yes,Engineer,0,Low,1
465991,Female,No,38,Yes,Healthcare,0,Low,5
465407,Female,No,27,Yes,Homemaker,3,Low,7
466225,Male,No,19,No,Healthcare,0,Low,3
465321,Male,Yes,43,Yes,Entertainment,,Low,4
461843,Female,Yes,50,Yes,Artist,0,High,2
465935,Male,No,27,Yes,Entertainment,9,Low,1
463758,Male,No,33,No,Healthcare,9,Low,3
464651,Female,Yes,26,No,Doctor,0,Average,3
460526,Female,Yes,28,,,8,Average,4
467085,Male,No,45,Yes,Entertainment,1,Low,2
463965,Male,No,25,Yes,Doctor,7,Low,1
467156,Male,Yes,37,Yes,Artist,6,Low,1
461347,Female,Yes,37,Yes,Artist,5,Average,3
462113,Female,Yes,60,Yes,Artist,8,High,6
461299,Female,Yes,76,Yes,Lawyer,1,High,2
466760,Male,Yes,47,Yes,Doctor,0,Average,4
459760,Female,Yes,42,Yes,Artist,8,Low,1
463972,Male,Yes,66,Yes,Artist,0,Low,4
462051,Male,No,20,No,Healthcare,,Low,5
467431,Male,Yes,40,Yes,Artist,9,Average,3
463466,Male,No,21,No,Healthcare,13,Low,6
460479,Female,No,42,No,Doctor,8,Low,1
461033,Male,Yes,57,Yes,Doctor,5,Average,2
460839,Male,No,23,No,Healthcare,4,Low,3
462426,Female,Yes,52,Yes,Artist,2,Average,4
461431,Male,Yes,42,Yes,Doctor,1,Average,2
461121,Male,No,28,No,Doctor,0,Low,4
467149,Male,Yes,43,Yes,Artist,9,Average,3
461809,Male,No,30,Yes,Doctor,3,Low,2
463793,Male,No,26,No,Healthcare,1,Low,6
460168,Male,Yes,86,Yes,Executive,0,High,2
463931,Male,Yes,52,Yes,Entertainment,0,Average,2
463046,Female,Yes,43,No,Engineer,0,Low,1
465377,Male,Yes,26,Yes,Artist,5,Average,
460020,Male,Yes,53,Yes,Artist,1,Average,3
461878,Male,No,33,Yes,Healthcare,3,Low,1
465802,Male,Yes,25,Yes,Healthcare,9,Low,2
466956,Female,Yes,55,Yes,Artist,1,Low,1
462559,Female,Yes,47,Yes,Engineer,9,Average,4
464811,Female,Yes,43,No,Engineer,,Average,
467260,Male,No,27,No,Doctor,9,Low,4
458994,Male,Yes,38,Yes,Healthcare,8,Average,4
459772,Female,Yes,69,Yes,Artist,2,Average,9
464895,Male,No,19,No,Doctor,1,Low,5
460625,Female,No,28,No,Marketing,9,Low,2
465263,Male,Yes,65,Yes,Artist,1,High,2
461147,Male,Yes,33,Yes,Artist,2,Low,
462441,Female,No,22,No,Healthcare,0,Low,4
459828,Female,Yes,25,No,Homemaker,11,Average,3
460328,Female,No,52,Yes,Artist,1,Low,2
466448,Female,No,37,Yes,Artist,0,Low,2
463556,Male,Yes,29,Yes,Entertainment,0,Low,2
461109,Male,No,31,Yes,Healthcare,0,Low,3
460557,Female,No,36,Yes,Marketing,9,Low,1
466066,Female,No,73,Yes,Artist,0,Low,1
459457,Male,Yes,51,Yes,Artist,2,Low,2
464404,Male,No,89,Yes,Artist,1,Low,
463538,Male,Yes,60,No,Executive,0,High,2
459613,Male,No,40,Yes,Healthcare,,Low,2
466588,Female,No,22,No,Healthcare,9,Low,4
460112,Male,Yes,28,Yes,Engineer,9,Average,2
466744,Female,Yes,52,Yes,Artist,1,Average,3
461821,Female,No,28,No,Doctor,0,Low,4
463993,Female,Yes,37,Yes,Artist,5,Average,2
467779,Male,Yes,53,Yes,Doctor,2,Average,3
461144,Female,No,23,No,Lawyer,0,Low,6
464308,Female,Yes,75,Yes,Lawyer,0,High,2
459819,Male,Yes,71,Yes,Entertainment,,High,2
464509,Male,Yes,53,Yes,Artist,0,High,4
464061,Male,Yes,30,Yes,Artist,12,Average,2
466064,Female,Yes,31,No,Entertainment,0,Average,2
461999,Male,No,27,Yes,Doctor,0,Low,5
466913,Male,Yes,65,Yes,Lawyer,0,Low,1
462627,Male,Yes,27,No,Entertainment,,Average,3
465765,Male,Yes,52,No,Entertainment,0,Average,2
460245,Female,Yes,52,Yes,Artist,3,Low,2
460158,Female,No,51,No,Engineer,8,Low,6
460703,Female,Yes,30,Yes,Engineer,8,Average,5
465625,Male,No,42,Yes,Artist,11,Low,2
466857,Female,No,19,No,Healthcare,9,Low,8
466828,Male,Yes,50,Yes,Executive,0,High,4
464679,Male,Yes,41,Yes,Artist,0,Average,4
464145,Female,No,36,No,Engineer,14,Low,4
465543,Female,Yes,43,Yes,Healthcare,0,Average,2
467630,Male,Yes,85,No,Lawyer,0,Low,1
465726,Male,No,70,No,,,Low,4
466218,Female,,22,No,Healthcare,5,Low,4
459645,Male,Yes,43,Yes,Artist,,Average,2
465521,Female,Yes,47,Yes,Artist,1,Average,2
460300,Female,Yes,60,Yes,Lawyer,0,Low,2
466821,Male,No,30,Yes,Healthcare,0,Low,
466367,Female,No,37,Yes,Doctor,5,Low,1
464898,Male,No,31,Yes,Healthcare,0,Low,2
459477,Female,No,36,No,Engineer,,Low,2
464698,Male,Yes,82,Yes,Lawyer,0,Low,
467129,Female,,49,No,Marketing,1,Average,3
462712,Male,No,33,Yes,Homemaker,,Low,1
465632,Male,No,37,Yes,Artist,4,Low,7
460735,Male,Yes,35,Yes,Engineer,1,Average,4
467812,Male,No,50,Yes,Artist,1,Low,1
464950,Male,No,21,No,Healthcare,1,Low,4
459562,Male,Yes,59,No,Entertainment,1,Average,2
464839,Female,No,20,No,Healthcare,1,Low,5
465959,Female,No,49,Yes,Engineer,9,Low,1
463624,Male,Yes,62,Yes,Executive,0,High,4
466227,Male,Yes,61,Yes,Artist,0,Average,5
463056,Male,Yes,43,Yes,Homemaker,,Average,2
465334,Female,Yes,41,No,Marketing,5,Average,3
460595,Male,Yes,21,No,Doctor,1,Low,3
461618,Female,Yes,42,Yes,Artist,,High,3
464955,Female,Yes,38,No,Engineer,1,Average,6
459642,Male,Yes,36,Yes,Executive,,High,4
460844,Male,Yes,51,Yes,Healthcare,,Low,2
463188,Female,Yes,48,Yes,Artist,2,Low,2
463889,Female,No,29,Yes,Homemaker,,Low,1
459509,Male,No,30,Yes,Healthcare,1,Low,1
460211,Male,Yes,25,,Artist,6,Low,1
464838,Male,No,19,No,Healthcare,0,Low,4
462134,Male,Yes,88,No,Lawyer,1,Low,1
464635,Male,Yes,43,Yes,Healthcare,1,High,4
465213,Male,Yes,38,Yes,Entertainment,2,Average,2
460317,Male,No,32,No,Doctor,10,Low,2
460196,Female,No,38,Yes,Healthcare,8,Low,2
463643,Female,No,43,Yes,Artist,0,Low,3
459285,Male,No,76,Yes,Lawyer,0,Low,2
464558,Male,No,30,Yes,Healthcare,9,Low,5
463950,Male,No,31,No,Healthcare,1,Low,4
464657,Male,No,23,No,Healthcare,0,Low,3
461922,Male,Yes,70,No,Lawyer,0,High,3
465421,Female,No,25,No,Engineer,1,Low,1
463617,Male,No,29,No,Marketing,1,Low,2
461574,Female,Yes,50,Yes,Artist,1,Average,3
467638,Male,Yes,71,Yes,Artist,1,Average,2
460762,Female,No,18,No,Healthcare,0,Low,5
467568,Male,No,42,Yes,Artist,8,Low,
462623,Male,No,35,No,Healthcare,,Low,1
459762,Female,Yes,45,Yes,Artist,8,Average,2
460408,Female,No,41,Yes,Artist,2,Low,1
461089,Male,No,20,No,Marketing,0,Low,3
466866,Male,Yes,27,No,Entertainment,14,Average,2
467781,Male,Yes,27,Yes,Healthcare,1,High,2
467867,Female,No,18,No,Healthcare,0,Low,4
459309,Female,Yes,41,Yes,Artist,9,High,2
465040,Male,Yes,67,No,Lawyer,1,Average,2
462387,Female,Yes,28,Yes,Artist,0,Low,2
459621,Female,No,29,No,Healthcare,8,Low,
463646,Male,Yes,45,No,Artist,1,Average,4
462810,Male,Yes,36,No,Executive,8,High,4
460065,Female,Yes,79,Yes,Artist,,Average,2
463999,Female,No,33,No,Engineer,1,Low,3
461785,Female,Yes,87,Yes,Artist,1,Average,2
461238,Female,Yes,52,Yes,Artist,3,Low,1
464200,Female,No,32,No,Healthcare,1,Low,3
465819,Female,No,42,Yes,Engineer,1,Low,7
462018,Male,No,22,No,Healthcare,8,Low,5
459275,Female,No,18,No,Doctor,2,Low,4
461498,Female,No,26,No,Doctor,1,Low,4
461894,Female,Yes,66,Yes,Artist,0,Average,2
461176,Female,Yes,66,No,Engineer,6,Average,4
460759,Male,Yes,69,No,Lawyer,1,Low,2
460570,Male,No,25,Yes,Marketing,,Low,5
463928,Male,Yes,55,Yes,Artist,1,Low,2
465753,Female,Yes,49,Yes,Artist,6,Low,2
467354,Male,Yes,61,Yes,Doctor,3,Low,2
467326,Female,No,47,Yes,Artist,0,Low,1
461331,Male,Yes,59,Yes,Executive,0,High,5
462744,Male,Yes,38,Yes,Artist,3,Average,4
461436,Male,Yes,55,Yes,Artist,8,Average,2
463057,Female,No,25,No,Homemaker,1,Low,1
467609,Male,No,36,No,Artist,2,Low,4
466451,Male,Yes,41,Yes,Entertainment,0,Low,1
463680,Female,No,39,No,Engineer,1,Low,3
463589,Female,No,20,No,Healthcare,1,Low,3
460459,Female,No,33,No,Engineer,0,Low,5
459128,Female,Yes,78,No,Lawyer,0,High,3
464957,Female,Yes,87,No,Lawyer,0,Low,1
464835,Male,No,19,No,Healthcare,1,Low,6
466428,Female,No,23,No,,0,Low,2
466210,Female,Yes,60,Yes,Artist,1,High,4
462351,Male,Yes,77,No,Lawyer,1,High,2
460015,Female,Yes,43,No,Entertainment,5,Low,1
463355,Female,Yes,51,Yes,Artist,6,Average,3
465354,Male,No,18,No,Doctor,0,Low,5
464373,Female,No,46,Yes,Artist,0,Low,2
459611,Female,No,20,No,Healthcare,1,Low,5
466487,Female,No,27,Yes,Healthcare,0,Low,5
462166,Male,Yes,26,Yes,Artist,0,Low,2
461056,Female,Yes,57,Yes,Artist,0,High,3
461488,Male,Yes,53,Yes,Artist,6,Average,2
465745,Male,Yes,38,Yes,Artist,2,Low,2
464415,Male,Yes,41,No,Doctor,1,Low,3
462727,Female,Yes,81,No,Lawyer,0,High,2
463268,Female,Yes,38,No,Engineer,0,Low,3
462085,Female,No,30,Yes,Healthcare,0,Low,1
465226,Male,Yes,37,No,Entertainment,2,Low,3
461465,Male,Yes,28,Yes,Artist,9,Average,2
461409,Male,Yes,43,No,Artist,1,High,3
467791,Male,No,21,No,Doctor,0,Low,5
463761,Male,Yes,33,Yes,Artist,1,Average,3
466098,Male,Yes,78,Yes,Lawyer,1,High,2
460471,Female,No,18,No,,0,Low,6
465783,Male,No,23,No,Healthcare,1,Low,5
467796,Female,No,27,No,Healthcare,9,Low,2
464859,Female,Yes,45,Yes,Artist,1,Average,3
467386,Male,No,31,No,Doctor,0,Low,1
461984,Male,Yes,42,Yes,Artist,2,Average,2
467205,Female,No,37,Yes,Healthcare,1,Low,3
464525,Male,No,33,Yes,Entertainment,9,Low,2
467103,Male,No,32,Yes,Healthcare,1,Low,3
461067,Male,No,21,No,Healthcare,1,Low,3
462569,Female,No,32,No,Doctor,7,Low,4
462069,Male,Yes,36,Yes,Artist,0,Average,2
465614,Male,Yes,43,Yes,Artist,9,Low,2
464822,Male,Yes,37,No,Entertainment,,Average,3
460252,Male,Yes,41,Yes,Artist,0,Low,2
466603,Male,Yes,41,Yes,Engineer,1,Average,2
462884,Female,Yes,55,No,Artist,1,Low,2
462418,Male,Yes,61,No,Engineer,9,Average,4
465699,Female,No,38,No,Artist,13,Low,2
466488,Male,Yes,62,Yes,Entertainment,0,Average,6
462783,Female,No,33,No,Marketing,0,Low,4
467063,Male,Yes,53,Yes,Entertainment,1,Average,2
461919,Male,No,38,Yes,Doctor,0,Low,3
461844,Male,Yes,51,No,Artist,2,Average,4
460600,Female,No,41,Yes,Artist,2,Low,
462636,Female,Yes,36,No,Marketing,,Low,4
464981,Male,Yes,45,Yes,Artist,0,Average,4
466034,Female,Yes,71,No,Engineer,2,Low,1
461078,Female,No,26,No,Homemaker,0,Low,6
465664,Female,Yes,84,Yes,Lawyer,1,Low,1
467037,Male,Yes,56,No,Lawyer,0,High,2
465474,Male,No,27,No,Marketing,8,Low,4
459158,Male,No,36,No,Engineer,3,Low,3
461545,Female,Yes,70,Yes,Artist,1,Low,3
463819,Male,Yes,25,,Artist,8,Low,
464397,Female,Yes,40,Yes,Engineer,0,Average,2
464003,Male,No,22,No,Healthcare,0,Low,4
466221,Male,Yes,48,Yes,Artist,4,Low,1
465172,Female,Yes,41,Yes,Artist,9,Average,2
460621,Male,Yes,77,Yes,Lawyer,0,Low,2
467702,Male,Yes,72,Yes,Artist,6,Low,1
461036,Female,No,21,No,Healthcare,1,Low,3
460376,Female,No,29,Yes,Healthcare,3,Low,4
467348,Female,Yes,33,Yes,Homemaker,,Average,3
462595,Female,No,29,Yes,Artist,7,Low,7
461195,Male,No,18,No,Healthcare,0,Low,2
466353,Female,Yes,38,Yes,Engineer,0,Average,2
466464,Female,Yes,48,Yes,Homemaker,3,Average,2
466287,Female,Yes,48,Yes,Doctor,1,Average,2
462035,Female,No,37,Yes,Artist,3,Low,1
463082,Male,No,32,Yes,Healthcare,9,Low,5
463600,Male,No,33,No,Healthcare,3,Low,5
463679,Male,No,31,No,Healthcare,,Low,8
465812,Male,Yes,47,No,Artist,0,Average,5
465048,Male,Yes,63,Yes,Artist,1,Average,3
460025,Female,No,26,Yes,Healthcare,5,Low,2
466764,Male,Yes,65,Yes,Lawyer,11,High,2
462125,Male,Yes,22,No,Healthcare,1,Average,4
459551,Female,Yes,42,No,Engineer,4,Low,1
467152,Male,Yes,43,No,Artist,8,Low,1
461174,Female,No,23,No,Marketing,,Low,4
466420,Male,No,27,Yes,Artist,5,Low,4
460051,Male,No,42,Yes,Artist,7,Low,1
463144,Male,Yes,45,Yes,Executive,1,High,3
465438,Male,No,33,Yes,Doctor,9,Low,6
460438,Male,Yes,58,No,Executive,0,High,4
459032,Male,No,21,No,Doctor,0,Low,3
461199,Female,No,85,Yes,Homemaker,4,Low,1
462061,Male,No,41,No,Doctor,1,Low,3
467623,Male,Yes,76,Yes,,1,High,2
466119,Female,Yes,57,No,Engineer,0,Low,1
460952,Male,Yes,38,No,Doctor,0,Average,5
459024,Male,Yes,50,Yes,Artist,0,Average,5
461632,Male,No,25,Yes,Artist,,Low,1
464010,Male,No,33,No,Healthcare,1,Low,4
464405,Male,No,62,Yes,Entertainment,,Low,1
459189,Male,No,26,No,Healthcare,1,Low,6
466972,Male,Yes,25,Yes,Artist,12,Low,2
467072,Male,Yes,63,No,Executive,1,High,3
462448,Male,No,19,No,Healthcare,,Low,3
467078,Female,Yes,26,No,Healthcare,,High,2
460437,Female,No,26,Yes,Artist,9,Low,1
463830,Female,No,30,Yes,Engineer,3,Low,3
463475,Female,Yes,36,Yes,Doctor,0,Low,1
462237,Female,No,22,No,Healthcare,1,Low,9
466804,Female,,40,Yes,Homemaker,4,Low,1
460184,Male,No,27,No,Doctor,9,Low,4
461287,Male,Yes,42,Yes,Executive,1,High,5
462039,Male,No,21,No,Healthcare,1,Low,2
467482,Male,Yes,38,Yes,Executive,0,High,3
459081,Male,Yes,63,Yes,Artist,0,Average,4
463048,Female,Yes,47,Yes,Homemaker,,High,5
460711,Female,No,25,Yes,Engineer,8,Low,3
462984,Female,Yes,69,Yes,Artist,1,High,2
459447,Male,Yes,53,Yes,Artist,9,Low,1
466008,Male,Yes,36,Yes,Artist,1,Low,2
467567,Male,No,27,Yes,Healthcare,1,Low,5
461001,Female,No,59,Yes,Artist,0,Low,
462836,Male,No,19,No,Healthcare,1,Low,3
462176,Male,Yes,29,No,Executive,0,Average,2
459580,Female,No,51,Yes,Lawyer,6,Low,1
460160,Male,No,43,Yes,Entertainment,5,Low,1
460808,Male,No,42,Yes,Artist,1,Low,1
459640,Female,Yes,72,Yes,Doctor,,High,2
467199,Male,No,37,Yes,Artist,7,Low,2
466939,Male,Yes,66,No,Lawyer,0,High,2
461796,Male,Yes,39,Yes,Artist,1,Average,2
464686,Female,No,21,No,Entertainment,5,Low,5
460843,Male,No,21,No,Healthcare,1,Low,4
460370,Female,Yes,28,Yes,Executive,8,High,2
465059,Male,Yes,56,Yes,Artist,0,Average,4
465531,Female,No,40,Yes,Homemaker,9,Low,
465925,Male,No,26,Yes,Healthcare,1,Low,1
464828,Male,No,18,No,Healthcare,8,Low,6
462230,Male,No,23,No,Healthcare,1,Low,8
466154,Female,Yes,45,Yes,Artist,1,Average,5
462197,Female,Yes,65,No,Engineer,1,Average,3
461692,Female,Yes,87,No,Artist,0,Low,1
462019,Female,Yes,56,Yes,Artist,5,Average,4
460763,Male,No,47,Yes,Artist,1,Low,2
465740,Female,No,68,Yes,Doctor,1,Low,1
460865,Male,No,18,No,Healthcare,1,Low,3
459991,Male,Yes,40,Yes,Artist,6,Low,1
463564,Female,Yes,41,Yes,Doctor,0,Low,1
463749,Male,No,23,No,Healthcare,1,Low,4
464037,Male,No,35,Yes,Artist,9,Low,1
459180,Male,Yes,66,Yes,Executive,1,High,2
460901,Male,No,22,No,Doctor,8,Low,3
465312,Male,No,23,No,Healthcare,0,Low,4
466585,Male,No,18,No,Marketing,1,Low,4
460444,Male,Yes,60,No,Artist,0,Low,1
462209,Female,Yes,40,No,Artist,0,Low,1
462649,Female,Yes,30,No,Engineer,,Average,8
464132,Male,No,28,No,Entertainment,1,Low,2
467601,Male,Yes,42,No,Artist,6,Low,2
464458,Male,No,46,Yes,Artist,1,Low,2
466346,Female,No,23,No,Healthcare,9,Low,4
465471,Male,Yes,43,Yes,Artist,0,Low,1
460179,Female,No,20,No,Entertainment,0,Low,6
